ID,Names
7020,贾蕃
7023,仲并
7026,范祖禹
7030,黄伯思
7031,韩纯彦
7033,何志同
7036,郭忠孝
7039,李格非
7042,利瓦伊
7045,刘安世
7048,陆琪
7049,陆珪
7051,陆佖
7052,吕希哲
7053,吕诲
7055,吕祖谦
7056,马绛
7059,梅尧臣
7060,欧阳棐
7061,边珣
7062,沈衡
7064,苏舜钦
7066,宋偓
7068,蔡交
7069,蔡天球
7070,崔保孙
7071,臧询
7072,曾肇
7076,王安国
7078,王正中
7079,王质
7082,王益
7084,王巩
7087,王毖
7091,王雍
7092,魏宪
7093,魏咸信
7094,吴安诗
7097,杨亿
7098,杨国宝
7099,杨忱
7102,陈见素
7103,叶唐稷
7104,尹洙
7105,谢涛
7106,邢恕
7108,薛仲孺
7109,薛仪
7111,黄庭坚
7112,饶蒙
7114,龚宗元
7116,胥偃
7118,常构
7119,晁仲衍
7121,晁宗恪
7126,陈希亮
7127,陈侁
7128,陈瓘
7129,陈侗
7132,陈彦默
7135,程天秩
7136,程天民
7138,强至
7142,钱暄
7149,张昭允
7152,张杰
7156,张淮
7157,张诲
7159,章綡
7160,张盘
7161,张保孙
7164,张栻
7166,张田
7167,张挺卿
7169,张裁
7170,张宗古
7171,张子皋
7172,张渭
7173,张彦博
7174,张瑗
7177,赵卨
7180,赵从古
7183,郑希甫
7186,郑民彝
7187,郑穆
7189,嵇适
7193,江褒
7196,周南
7197,周必大
7199,周武仲
7205,朱耜
7212,范正平
7214,范仲温
7220,方蒙
7225,傅楫
7227,傅谅友
7228,富绍京
7238,向传范
7239,谢景初
7240,谢景平
7241,谢服
7243,辛有则
7245,胥茂谌
7248,徐铎
7250,胡湘
7251,胡铣
7252,胡宏
7263,葛胜仲
7266,关景晖
7273,李处道
7279,李兑
7282,李育
7288,林高
7304,吕公绰
7308,欧阳发
7311,潘慎修
7314,皮子良
7319,卜之先
7323,沈周
7324,沈扶
7326,沈播
7331,石景衡
7333,石秀之
7334,石徽之
7337,司马康
7343,孙觌
7358,崔公孺
7360,崔敦诗
7362,曾纁
7363,曾易占
7364,曾巩
7369,王几
7372,王铚
7374,王逢
7375,王庠
7376,王诜
7381,王苹
7383,王子韶
7384,王无咎
7385,王元
7391,文及甫
7399,杨构
7402,叶参
7404,叶涛
7405,尹构
7408,虞太熙
8001,晁宗悫
8004,陈与义
8005,钱若水
8006,钱惟演
8008,秦桧
8012,张洎
8014,张观
8015,张邦昌
8016,张升
8017,张守
8018,张叔夜
8022,赵槩
8023,赵普
8024,赵鼎
8025,赵野
8027,郑居中
8029,郑瑴
8030,郑雍
8031,贾昌朝
8033,周起
8034,周麟之
8038,朱谔
8040,种师道
8043,范仲淹
8046,冯澥
8049,韩亿
8051,韩维
8052,何?
8057,席益
8059,谢克家
8060,徐俯
8061,许景衡
8062,许翰
8064,胡宿
8066,黄履
8072,郭逵
8073,李处耘
8074,李至
8075,李昉
8076,李沆
8078,李纲
8079,李光
8080,李穆
8081,李邦彦
8082,李邴
8084,梁焘
8085,林希
8087,刘昌言
8088,刘正夫
8089,刘挚
8090,刘沆
8092,刘逵
8095,卢多逊
8096,鲁宗道
8098,陆佃
8099,吕好问
8100,吕夷简
8101,吕蒙正
8102,吕端
8103,马知节
8107,毕士安
8108,白时中
8109,盛度
8111,石中立
8112,石熙载
8113,史浩
8115,苏易简
8116,苏颂
8118,孙沔
8119,宋庠
8121,宋湜
8123,滕康
8125,邓洵武
8126,邓润甫
8127,狄青
8128,翟汝文
8129,窦偁
8131,蔡卞
8132,曹辅
8133,曹利用
8134,曹彬
8135,曹玮
8136,曾公亮
8138,段拂
8143,王安中
8145,王举正
8146,王黼
8147,王襄
8149,王显
8153,王旦
8154,王岩叟
8162,吴奎
8165,吴育
8173,宇文虚中
8174,宇文粹中
